"TAXON_NAME_ID","SCIENTIFIC_NAME","AUTHOR_TEXT"
55216,"Fasciolara tulipa tulipa","Linne"
64020,"Polinices amphla","Philippi"
64021,"Polinices chemnitzii","Philippi"
64022,"Polinices petiveriana","Recluz"
64023,"Polinices incei","Philipi"
64024,"Polinices fibula","Reeve"
64025,"Polinices glaucina","Reeve"
72975,"Urosalpinx cinereus follyensis","BBB"
72976,"Macoma breviformis","Nicol."
72977,"Siphonaria capensis","Quoy & Gaim"
72979,"Daphella alfredensis","Bartsch"
50080,"Strophiops oscula","Maynard & Clapp, 1921"
50081,"Xyloredo naceli","Turner, 1972"
50083,"Xyloredo ingolfia","Turner, 1972"
50085,"Penitella fitchi","Turner, 1955"
50086,"Liguus fasciatus ornatus","Simpson, 1920"
63122,"Cymbium tessellata","Lam."
63124,"Trobicorbis havanensis","Pfr."
63127,"Solemya vellum","Say"
44855,"Chaetopleura unilineata","Leloup, 1954"
44858,"Anachis varicosa","(Gaskoin, 1852)"
50654,"Tellina crassa","Pennant, 1777"
43414,"Drupa ricina","(Linnaeus, 1758)"
43415,"Natica grayi","Philippi, 1852"
43416,"Natica elenae","Recluz, 1844"
43417,"Natica gualteriana","Recluz, 1844"
43418,"Natica hebrea","(Martyn, 1784)"
47244,"Naesiotus eschariferus ventrosus","(Sowerby, 1833)"
52239,"Tellina proclivis","Hertlein and Strong, 1949"
52240,"Mucronalia tumida","Pease"
52242,"Neritina meleagris","Lamarck"
52243,"Hipponix subrufus subrufus","Lamarck"
52244,"Nitidella laevigata","Linne"
52783,"Cerithium literatum","Born"
52784,"Turritella subannulata acropora","Dall"
52785,"Triphora perversa nigrocincta","C.B. Ad."
52786,"Anachis avara similis","Ravenel"
52789,"Limax marginatus","Muller"
52790,"Iniforis immaculatus","Rolan & Fernandez-Garces, 1993"
63857,"Alcithoe roadnightae","McCoy"
63858,"Alcithoe pacifica","Solander"
63859,"Strombus pugilis alatus","Linnaeus, 1758"
63860,"Amblema perplicata eliotii","Lea"
69294,"Alcithoe fusus","Q. and G."
46373,"Caecum vertebrale","Hedley, 1899"
46374,"Trophon","Montfort, 1810"
46375,"Trophon patens","(Hombron & Jacquinot, 1854)"
78248,"Conus californica","Hinda"
78252,"Amphissa versicolor atropurpurea","Dall, 1871"
78253,"Nitidoscala tincta","Cpr."
78256,"Pycnodonta numisma",""
47593,"Plicatula muricata","Sowerby, 1873"
47594,"Plicatula horrida","Dunker, 1882"
47595,"Petricola lucasama","Hertlein & Strong, 1948"
47597,"Divalinga eburnea","(Reeve, 1850)"
47598,"Ctena mexicana","(Dall, 1901)"
43392,"Pleuroplaca salmo","(Wood, 1828)"
72980,"Arca divaricata","Sby"
58946,"Stenotrema leai","Binney"
63613,"Euglandina miradorensis","Strebel"
63619,"Gastrodonta interna","Say"
63620,"Polygyra inflata","Say"
63622,"Anomalocardia braziliana","Gmelin"
63623,"Gemma gemma gemma","(Totten, 1834)"
61367,"Oreohelix metcalfi radiata","P. and F. "
61368,"Malletia abyssopolaris","Clarke"
61370,"Alabina cerithidioides","Dall"
61373,"Nenia acombambensis","Pilsbry"
61374,"Systrophia cereonitens","Haas"
61375,"Drymaeus morbidus chiletensis","Weyrauch"
63335,"Bythinia tenticulata","Linne"
63336,"Horatia klecakiana","Bourg,"
63337,"Planaxis virgatus","Smith"
63338,"Conus literatus millepunctatus","Linne"
63339,"Polygyra tholus","Binn."
63340,"Teralatirus ernesti",""
85358,"Natica caurena","Linn."
50655,"Tellina cumingii","Hanley, 1844"
50656,"Arca inflata","Reeve"
50657,"Anadara subcrenata","(Lischke)"
50658,"Tegillarca granosa","(Linnaeus, 1758)"
64597,"Lasmigona complanata alabamensis","Clarke, 1985"
64598,"Glabula rotunda","Lam"
64599,"Calliostoma dubius","Philippi"
64601,"Calliostoma scitulus","Adams"
64602,"Calliostoma jujubinum perpectivum","Gmelin"
58959,"Actinonaias ellipsitormis","Lea"
58960,"Polygyra berlandieriana","Moric."
58961,"Physa foresheyi","Lea"
41222,"Clathurella canaliculata","Pease, 1868"
41223,"Helix tukanensis","Pfeiffer, 1871"
41240,"Io spirostoma","Anthony, 1860"
41241,"Io tenebrosa","Lea, 1834"
41844,"Notoplax curiosa","(Iredale & Hull, 1925)"
41845,"Notoplax jaubertensis","(Ashby, 1924)"
42467,"Pyramidella acus","Gmelin, 1791"
42468,"Odostomia truncatula","Jeffreys, 1850"
42469,"Turbonilla tritonia","Bartsch, 1915"
42470,"Odostomia turrita","(Hanley, 1844)"
42471,"Odostomia unidentata","Montagu, 1803"
42472,"Syrnola unifasciata","Forbes, 1844"
86063,"Chama sinuosa firma","Pils. and McGinty"
86064,"Fusimus benthalis","Dall"
86065,"Liotia (Arene) bairdii","Dall, 1889"
86066,"Cuspidaria (Cardiomya) ornatissima","Orb."
86067,"Gavolina longirostris","Le Suer"
43393,"Calliostoma annulatum","(Lightfoot, 1786)"
43394,"Margarites optabilis","(Carpenter, 1864)"
43395,"Margarites pupillus","(Gould, 1849)"
43397,"Norrisia norrisi","(Sowerby, 1838)"
44162,"Elaeocyma benten","(Yokoyama, 1920)"
63553,"Chione pinchoti","Pilsbry & Olsson"
63554,"Mactra bernardi","Pilsbry"
61310,"Teredora princeasae","(Sivickis, 1928)"
61311,"Drymaeus papyraceus","Mawe."
61312,"Solaropsis (Psadara) heliaca","d'Orb"
61314,"Mueronalia fulvescens","A. Ad."
58410,"Xylophaga mexicana","Dall"
58411,"Cyrodaria siliqua","Speng."
58412,"Limatula louiseae","Clarke, 1974"
58414,"Divaricella quaduisculata","(Say, 1822)"
58415,"Tharis lapillus",""
58417,"Tharis lamellosa","Gmel."
55200,"Hipponix subrufa",""
55201,"Hipponix subrufus","Lam."
60274,"Papyridea semisuicatus",""
60275,"Amphithalimus inclusus",""
60276,"Tachyrhynchus reticulata","M. & A."
60277,"Ptychatractus ligatus","M. &. A."
46389,"Planaxis labiosa","A. Adams, 1853"
46390,"Planaxis nigra","Quoy & Gaimard, 1834"
87163,"Omphalotropis fragila",""
87164,"Mesopupa acanthinula","Ancey"
87165,"Sturania rotelloidea","Migh."
87166,"Planamastra diginophora","Ancey"
87167,"Philonesia lymanaria","Ancey"
87168,"Philonesia abeillei","(Ancey, 1899)"
49295,"Helicostyla midoroensis","Broderip, 1892"
49296,"Acmaea rubella",""
49297,"Periploma papyratium","(Say, 1822)"
49298,"Parvilucina tenuisculpta","(Carpenter, 1865)"
49299,"Lyonsia","Turton, 1822"
49300,"Thracia conradi","Couthouy, 1839"
63107,"Chionella kraussi","E. A. Sm."
41224,"Helix physalis","Pfeiffer, 1871"
41225,"Phyllonotus duplex","""Roeding, 1798"""
41226,"Bulinus camelopardalis","Broderip, 1841"
41227,"Cochlostoma hidalgo","Mollendorff"
41229,"Pisidium punctatum","Sterki, 1895"
41831,"Ischnochiton pectinatus","(Reeve, 1847)"
41832,"Leptochiton scabridus","(Jeffreys, 1880)"
41833,"Lorica haurakiensis","Mestayer, 1921"
41834,"Mopalia spectabilis","Cowan & Cowan, 1977"
41835,"Mopalia swanii","Carpenter, 1864"
41836,"Stenoplax petaloides","(Gould, 1846)"
85378,"Labyrinthus bituberculatus latidentatus","Miller"
85383,"Olivella biplicata lapillus","Vanetta"
85385,"Thaumastus bitaeniatus unicolor","Phil."
85386,"Phaedusa makassarensis","Sykes"
64628,"Aplexa guliginosa pliculosa","V. Mart. "
64629,"Scutus imbricatus","Quoy"
65385,"Mangelia minuscula","Smith"
65386,"Mangelia siren","Smith"
89966,"Littoridina transitonia","Biese"
89967,"Alcadia euglypta","Clench + Aguayo"
89968,"Emoda (Glyptemoda) torrei freirei","Cl. + Ag"
89970,"Alcadia quinonesi","Cl. + Ag"
89972,"Ena intumescens","Von Martens, 1874"
89973,"Synopsis beckianum","Pfr."
41851,"Ischnochiton variegatus","(H. Adams & Angas, 1864)"
41853,"Dentalium rectum","Gmelin, 1791"
41854,"Antalis novemcostata","(Lamarck, 1818)"
41856,"Gadila acus","(Dall, 1889)"
58937,"Rapana",""
58942,"Hyatina",""
72773,"Siphonaria pectinata palpebrum","Rve."
72959,"Melampus (Detracia)","Montfort, 1810"
72961,"Estonia rugosa","Helbling"
62858,"Aulica aulica","Solander"
62859,"Fasciolaria papillosa reevi","Jonas"
63601,"Corbula kresbiana","Adams, C.B."
63604,"Muricopsis dubia","(Sby)"
63605,"Micrarionta levis","Pfr."
61356,"Apotynetis cognata clarki",""
61357,"Urocoptis rugeli englipta","Pils."
61358,"Microceramus sanctispiriten","Pils."
61359,"Cerion crassilabris","Sby."
61360,"Triodopsis multilineata chadwicki","Fer."
61361,"Oreohelix hachetana","Pils and Fer."
57507,"Alvania reticulata","Mont."
57508,"Colubraria (Monostiolum) swifti","Tryon"
57512,"Polygyra texasiana polita","Pilsbry & Hinkl."
63108,"Chionella bipartita","E. A. Sm."
63109,"Mangelia grayi","Rve."
63110,"Drilla caffra","Smith"
63112,"Turris cryptorraphe","Sby."
44840,"Nassarius complanatus","(Powys, 1835)"
44841,"Nassarius hirtus","(Kiener, 1834)"
44843,"Nassarius gaudiosus","(Hinds, 1844)"
44844,"Nassarius distortus","(A. Adams, 1852)"
49791,"Strophiops travelii","Maynard & Clapp, 1921"
49793,"Strophiops jenneyi","Maynard & Clapp, 1921"
49794,"Teredo clappi","Bartsch, 1923"
49795,"Teredo bicorniculata","Roch, 1935"
49796,"Teredo aegyptia","Roch, 1935"
58431,"Oliva funebralis","Lam."
58432,"Venerupis variegatus","Sow."
58434,"Haliotis glabra","Gmel."
58436,"Bythinella binneyi","Tryon"
58437,"Gyraulus circumstriatus","Tryon"
58438,"Fluminicola seminalis","Hinds"
55217,"Cylichna linearis","Jeffreys"
55220,"Pisidium idahoense","Sterki"
55221,"Pisidium ferrugineum","Prime"
64026,"Siphonalia adusta mandarinoides","Powell"
85387,"Drymaeus serratus","Pfr"
46405,"Melanella montereyensis","Bartsch, 1917"
85032,"Pachychilus chrysalis","Brot."
85033,"Helisoma companulatus smithii","Baker"
85034,"Helisoma autrosus percarinatus","Walker"
52215,"Achatinella vulpina cordata","Ferrusac"
52216,"Achatinella fuscobasis wilderi","Pilsbry"
52217,"Achatinella fuscobasis lyonsiana","Baldwin"
50087,"Liguus fasciatus roseatus","Pilsbry, 1912"
50088,"Liguus flammellus","Clench, 1934"
50089,"Liguus flammellus bermudezi","Clench, 1934"
50092,"Strophiops crassa","Maynard & Clapp, 1920"
63129,"Nassarius acuta",""
86069,"Solariella aeglees rhina","Watson"
86070,"Solariella aeglees clavata","Watson"
86071,"Solariella lubrica","Dall."
86072,"Solariella pourtalesi","Cl. and Ag."
86073,"Sipho globulus","Dall"
43405,"Tegula ligulata","(Menke, 1850)"
43406,"Astraea undosa","(Wood, 1828)"
43407,"Arene carinata","Carpenter, 1857"
43409,"Lymnaea cubensis","Pfeiffer, "
43410,"Hyalina taeniolata","(Morch, 1860)"
43411,"Cronia aurantiaca","(Hombron & Jaquinot, 1835)"
47242,"Philomycus carolinianus flexvolaris","Rafinesque, 1820"
47243,"Naesiotus adelphus","(Dall, 1917)"
52233,"Megapitaria",""
52234,"Pyramidella panamensis","Dall & Bartsch, 1909"
57514,"Tenagodus modestus","Dall"
62565,"Cylindrella fusiformis","Pfr."
62567,"Cylindrella irrorata","Gundl"
62568,"Cylindrella elliotti","Poey"
62569,"Mauritia mauritiana","Linne"
63319,"Cypraea ispidula","Linnaeus, 1758"
69298,"Pupura haustrum","Martyn"
87442,"Liquus fasciatus loss manicas","Pils."
87443,"Liguus fasciatus suberenatus","Pils."
85348,"Obeliscus dunkeri","Pfeiffer"
85349,"Leptinaria monodonopalescens opalescens","Shuttl."
60260,"Helicodicus parallelus","Say"
60261,"Helicina clappi","Phils."
60262,"Conus concors","Gmelin, 1791"
60263,"Filopaludina","Habe, 1964"
78258,"Varicella gracillema floridana","Pils."
78259,"Saxicava pholadis","Linne"
78261,"Plagioptycha inaguana","Dall"
64027,"Neputunea arthritica","Bernardi"
64028,"Leucozonia cinqulata","Lam."
63624,"Dosinia concnetrica","Born"
63626,"Clausilia (Albinaria) rollei","O. Boettger"
63627,"Medora (Albinaria) ungeri virgo","Mousson"
63628,"Rinoclavis asper","L."
63632,"Cerithium variabile","J. Beq."
61378,"Urocoptis turneri mercedesensis","Pils."
61381,"Gafrarium rivularis","Born"
61382,"Pitar ustulata","Rve."
61383,"Arca scapha","Linn."
63130,"Busycon perversum pulleyae","Hullister"
63132,"Anatina canaliculatas",""
63133,"Polygyra texasiana triodontoides","Bland"
63134,"Polygyra durfeuilliana","Lea"
44859,"Mitrella lalage","Pilsbry & Lowe, 1932"
44861,"Cystiscus politus","(Dall, 1919)"
61990,"Tornatellina abbreviata","Ancey, 1903"
61991,"Tornatellina terebra","Ancey, 1903"
61992,"Tornatellina cyphostyla","Ancey, 1904"
64604,"Neothais smithi","Brazier"
64605,"Cellana denticulata","Martyr"
64607,"Diplomphalus marie","Crosse"
64609,"Margarites helicina","Phipps"
64610,"Lanx subrotundatus","Tryon"
64612,"Fissurella (Cremides) nodosa","Born"
86068,"Cavolina trispinosa","Le Suer"
43403,"Tegula funebralis","(A. Adams, 1855)"
43404,"Tegula globulus","(Carpenter, 1857)"
52227,"Cristaria swinhoei","H. Adams, 1866"
52229,"Villosa villosa","B. H. Wright "
52230,"Elliptio incrassatus","(Lea, 1840)"
52231,"Monocondylaea mardinesis","Lea"
50099,"Strophia albea","Maynard, 1894"
50100,"Strophiops montana","Maynard, 1924"
50101,"Strophiops rufula","Maynard, 1924"
50102,"Hiata infelix","Zetek & McLean, 1936"
50103,"Martesia nairi","Turner & Santhakumaran, 1989"
50105,"Lyrodus medilobata","(Edmondson, 1942)"
63844,"Trochus verrucosus","Gmelin"
63845,"Trochus granosus","Lamarck"
87154,"Auriculella serrula","Cooke"
87155,"Auriculella crassula","Smith"
47599,"Divalinga quadrisulcata","(Orbigny, 1842)"
47601,"Lucina cancellaris","Philippi, 1846"
47602,"Lucina excavata","Carpenter, 1857"
47603,"Lucina lampra","(Dall, 1901)"
49285,"Martesia fragilis","Verrill & Bush, 1898"
49286,"Martesia bahamensis","Bartsch & Rehder, 1945"
43398,"Granulina margaritula","(Carpenter, 1857)"
44080,"Cypraea hirundo neglecta","(Sowerby, 1837)"
44167,"Calyptogena ponderosa","Boss, 1968"
61315,"Planaxis zonatus","A. Ad."
61317,"Neritina sowerbiana","Recluz."
61318,"Cardiuni rugosum","Lam."
61319,"Cerithium tuberculatum","Lam."
61321,"Cytherea philippinarum","Hanley"
61322,"Nassarius velata","Gld."
58418,"Ocenebra japonica","Dunker, 1860"
58419,"Lunatia lewisi","Gould"
48606,"Acmaea virginea","(Mueller O.F., 1776)"
48607,"Cyclocardia borealis","(Conrad, 1831)"
48609,"Epitonium commutatum","(Monterosato, 1877)"
48610,"Parvioris microstoma","(Brusina, 1864)"
48611,"Melanella boscii","(Pyraudeau, 1827)"
85363,"Anomalocardia basiliana","Gmel."
85365,"Pilaorata stuhlmanni","V. Mts. "
85366,"Astraea cubana","Phil."
85368,"Gulella instabilis","Stur."
60280,"Acirsa costulatum","M. & A."
60282,"Polygyra urulifera striata","Pils."
60284,"Limaea subovata","Jeff"
60285,"Cuspidaria glacialis","Bruguiere, 1789"
61016,"Helisoma trioduis","Say"
87169,"Rhachistia mageni","Gass."
87171,"Urocoptis intermedia","Torre"
87172,"Urocoptis dimidiata","Torre"
58966,"Pupoides albialabris","Adams, C. B. "
41230,"Acanthochitona exquisita","(Pilsbry, 1893)"
41231,"Acanthochitona fascicularis","(Linnaeus, 1767)"
41232,"Latirus","Montfort, 1810"
41233,"Colubraria","Schumacher, 1817"
41234,"Triphora",""
41235,"Coralliophila","H. Adams and A. Adams, 1853"
41837,"Ischnochiton elongatus crispus","(Reeve, 1847)"
41840,"Liolophura hirtosa","(Peron MS, de Blainville, 1825)"
41841,"Mopalia vespertina","(Gould, 1852)"
41842,"Notoplax costata","(H. Adams & Angas, 1864)"
41843,"Notoplax cuneata","(Suter, 1908)"
41857,"Gadila aequalis","Dall, 1881"
41858,"Gadila agassizii","(Dall, 1881)"
42479,"Strombina lanceolata","(Sowerby, 1832)"
42481,"Mitrella tenuis","(Gaskoin, 1851)"
42482,"Mitrella nitida","(Lamarck, 1822)"
42483,"Odostomia hera","Turton, 1933"
42484,"Euparthenia humboldti","(Risso, 1826)"
42485,"Odostomia icafra","Bartsch, 1915"
86075,"Haminaea antillarum guadalupensis","Sby."
86076,"Mactra catilliformis","Conr"
86079,"Oreohelix peripherica newcombi","'Hemph' W.G.B."
86081,"Physa gyrima","Say"
86082,"Arca adamsi","(Shuttl.) Smith"
43412,"Drupella elata","Blainville, 1832"
43413,"Drupa grossularia","Roding, 1798"
58420,"Astraea haematragas","Menke"
58421,"Alcadia macmurrayi",""
58422,"Scufus unquis","Linn."
58423,"Unbonium costatum","Val."
58424,"Cerithium nescioticum","Pilsbry and Vanetta"
55205,"Trophon (Boreoxphon) cerrosensis","Dall, 1891"
55206,"Tellina (Moerrlla) carpenteri","Dall, 1900"
55208,"Cheila equestris","Linne"
55209,"Antillophos candei","d'Orbigny, 1847"
72966,"Tellina strictolineata","Turton, 1819"
72967,"Tellina laeviagata","C. B. Adams, 1845"
72968,"Tellina radiata immaculata","Linnaeus, 1758"
72969,"Macoma denta",""
72971,"Eupleura candata etterae","BBB"
72974,"Helix mooreana",""
63606,"Mitra attenuata","Rve."
63607,"Liomesus scaber","Cpr."
63608,"Engina ferruginea","Rve."
63609,"Glycymeris corteziana","Dall."
63610,"Acteon traski","Stearns"
63612,"Euglandina filosa","Pfr."
61362,"Ashmunella mearnsi","Dall"
61363,"Ashmunella binneyi","P. and F. "
61364,"Ashmunella mendax","P. and F. "
61365,"Ashmunella cockerelli argenticola","P. and F. "
87173,"Urocoptis fallax","Torre"
87174,"Urocoptis dilatata","Torre"
85031,"Maya arenaria","L."
49302,"Trigoniocardia antillarum","d'Orbigny, 1842"
49303,"Strophiops hart-bennetii","Maynard & Clapp, 1921"
49304,"Strophiops repetita","Maynard & Clapp, 1921"
49305,"Strophiops coryi","Maynard, 1894"
49307,"Strophiops navalis","Maynard & Clapp, 1920"
63113,"Strobilops tesasiana","Pils. and Ferr."
63114,"Latrius trochlearis","Kobelt"
63115,"Engina albocincta","Pease"
63116,"Engina ovata","Pease"
63117,"Lienardia rubia","Hinds."
44847,"Nassarius kraussianus","(Dunker, 1846)"
44848,"Nassarius corniculus","(Olivi, 1792)"
44849,"Nassarius bimaculosus","(A. Adams, 1852)"
44850,"Nassarius insculptus","(Carpenter, 1864)"
44851,"Nassarius incrassatus","(Stroem, 1768)"
44852,"Cypraea madagascariensis","(Gmelin, 1791)"
49799,"Xylophaga lobata","Knudsen, 1961"
49800,"Xylophaga erecta","Knudsen, 1961"
49801,"Xylophaga concava","Knudsen, 1961"
49802,"Xylophaga aurita","Knudsen, 1961"
49803,"Xylophaga muraokai","Turner, 2002"
85388,"Drymaeus hidalgoi","Da Costa"
85389,"Drymaeus lactus","Rve"
85390,"Bulimulus sporadians","d'Orb"
85391,"Tylotia cadenasi","Cl. and Ag."
85392,"Laevicardium serratum sybaritieum","Dall"
86062,"Modiolus dactyliformis","Hupe"
47230,"Lucina edentula","(Linnaeus, 1758)"
52235,"Nuculana exigua",""
52236,"Semele guaymasensis","H. A. Pilsbry & Lowe, 1932"
50106,"Lyrodus takanoshimensis","(Roch, 1929)"
50107,"Lyrodus massa","(Lamy, 1923)"
52071,"Axinulus pygmaeus","Winckworth, 1932"
52072,"Axinulus","Winckworth, 1932"
52073,"Thyasira ferruinosa","Winckworth, 1932"
52074,"Urocoptis dautzenbergiana","Crosse, 1890"
63850,"Trochus sandwichensis","Souleyet"
63851,"Trochus metallicus","Reeve"
63852,"Trochus histrio","Reeve"
63854,"Trochus squarrosus","Lamarck"
63856,"Clanculus pharaonios","L."
62008,"Rhinoclaxes vertagus","L."
62010,"Gibbula adansoni","Payr. "
62717,"Turris babylonia garnonsii","(Linnaeus, 1758)"
62718,"Gemmula fusca","Hombront & Jacquinot"
50676,"Mangiliella multilineolata","(Deshayes, 1835)"
50678,"Raphitoma laviae","(Philippi, 1844)"
50679,"Mangiliella caerulans","(Philippi, 1844)"
50680,"Mangelia coarctata","(Forbes, 1840)"
50681,"Tellina cumingii argis","Olsson, 1971"
64626,"Haliotis zelandica","Reeve"
64627,"Scutus granulatus","Blainville"
57515,"Pharus legumen","L."
63320,"Neritina dubie","Linnaeus, 1758"
63322,"Turbo pitholatus",""
63324,"Pleurodonte invalida",""
63325,"Pleurodonte sinuata","(Müller, 1774)"
63327,"Pleurodonte sloaneana","(Shuttleworth, 1861)"
85350,"Amnicola petenensis","Mor."
85351,"Pomacea flagellata tristrami","Say"
85352,"Bulimulus durangoanus","v. Mts."
85353,"Margaritifera falcata","(Gould, 1850)"
85354,"Modiolus arborescens","Dill"
85355,"Pseudopeas fusillum","Mor."
60269,"Polygyra texasiana brittsi","Moric."
60271,"Telescopium",""
58439,"Lymnaea sumasii","Baird"
58440,"Choanopoma sulculosum","Fer."
59225,"Nephronaias scamnata","(Morelet, 1849)"
64596,"Calliostoma tigris","Martyn"
61828,"Anadara vellicata","Rve., 1844"
61829,"Arca nauicularis","Brug."
61830,"Malleus regula decurtata","Lam."
61831,"Nassarius trivittas","Say"
61833,"Melania brunnea","Anthony, 1854"
61834,"Melania ampla","Anthony, 1854"
61835,"Succinea venusta","Gould, 1846"
58952,"Stomatella","Lamarck, 1816"
58953,"Cuspidaria perrostrata","(Dall, 1881)"
58957,"Mesophix friabilis","Binn."
63634,"Alcadia piparia tachirensis","H.B. Bak."
63635,"Nacella mytilina","Hebbling"
63636,"Nacella deaurata","Gmelin"
52219,"Murex (Chicoreus) brevifrons","Lamarck, 1822"
52222,"Pterynotus swansoni",""
52223,"Ventricolaria isocardia magdalenae",""
50093,"Strophiops marmorosa","Maynard & Clapp, 1920"
50094,"Strophiops progressa","Maynard & Clapp, 1920"
50095,"Strophiops exasperata","Maynard & Clapp, 1920"
50096,"Strophia bimarginata","Maynard, 1894"
50097,"Strophiops inconstans","Maynard & Clapp, 1920"
63136,"Striatura eridionalis","Pils and Ferr."
63137,"Lophiotoma jickelii","Weinkauff"
63139,"Clavus formosus","Reeve"
63140,"Clavus leforestieri","Hervier"
63843,"Papillifera bidens","Linnaeus, 1758"
61994,"Tornatellina procerula","Ancey, 1903"
61995,"Tornatellina henshawi","Ancey, 1903"
61997,"Lyropupa (Lyropupa) microthauma","Ancey, 1904"
61999,"Murex penchinati",""
62000,"Oliva servicea","Roding"
63846,"Trochus incrassatus","Kinner"
63848,"Trochus flammulatus","Lam."
63849,"Trochus mirabilis","G.B. Sow. Jr."
62001,"Cerithium pulchrum","Sowb."
62002,"Ledella mesanensis","Verrill & Bush, 1898"
62003,"Forebia granifera mauiensis","Lea"
62004,"Solen obliguus","Spengler"
62006,"Nerita duplicata","Conrad"
62007,"Contharus undosus","L."
50669,"Melania semigranosa","von dem Busch, 1842"
50670,"Melania kubaryi","Brot"
50671,"Haliotis discus discus","Reeve, 1846"
50672,"Taranis moerchi","(Malm, 1863)"
50673,"Pleurotomella gibbera","Bouchet & Waren, 1980 ex Jeffreys ms."
50674,"Mangiliella pallaryi","(Nordsieck, 1977)"
64618,"Latirus (Peristernia) gibba","Pease"
64619,"Latirus (Leucozonia) squamosa","Pease"
64620,"Latirus (Peristernia) stigmaria","Pease"
64623,"Amblema boykiniana","Lea"
64625,"Haliotis nebulata","Reeve"
52937,"Clanculus rignens","Menke"
52939,"Clanculus ceylonicus",""
52940,"Cantharidus lechmanni","Menke"
49638,"Rhinoclavus asper","L."
49639,"Strombus fusisformis","Sby."
49641,"Pseudostomatella","Thiele, 1924"
49642,"Atrina vexillum","Born"
49643,"Chama reflexa","Reeve"
75597,"Partulina virgulata halawaensis","Baldwin"
75598,"Partulina rufa","Newcomb"
75599,"Polymita iolimbata iodimidiata","Torre"
75600,"Polymita picta iofasciata","Torre"
75601,"Polymita picta muscata","Torre"
75602,"Polymita picta multifasciata","Torre"
85801,"Achatina marginata modestior","D. Boettg."
85802,"Pomacea miltocheilus","Reeve"
85804,"Paludinella debilis","Gould"
85805,"Anisus (Gyraulus) converusculus japonicus","v. Mts."
85806,"Phaedusa (Stereophaedusa) valida","Pfr."
43487,"Calliostoma variegatum","Carpenter, 1864"
43489,"Margarites costalis","(Gould, 1841)"
43490,"Margarites lirulatus","(Carpenter, 1864)"
68527,"Xenoturris cingulifera erythraea","Weinkauff"
68528,"Lanistes purpureus","Vonas"
68530,"Caelatura hauttecoeuri","Bgt"
68531,"Aspatharia trapezia","V. Mts."
68532,"Nitia monceti","Bgt."
68533,"Caelatura ruellani","V. Mts."
48071,"Avicula radiata","Pease, 1863"
48072,"Corbula luteola","Carpenter, 1864"
48073,"Adula californiensis","(Philippi, 1847)"
48074,"Crassinella pacifica","(C.B.Adams, 1852)"
48075,"Crassatella pacifica","(C.B. Adams, 1852)"
77513,"Plekocheilus coloratus","Nyst"
77515,"Plekocheilus piperatoides","Pilsbry"
77516,"Pomacea pealeana","Lea"
77518,"Helix connivens","Pfr."
77519,"Euhadra succincta","H. Adams"
77520,"Theora lubrica","Gould"
77521,"Truncatella thaanumi insularis","Cl + Tr"
77522,"Cymatium doliarum","(Linnaeus, 1767)"
77524,"Unio blandingianus","Lea"
77525,"Unio bissellianus","Lea"
46808,"Melanella columbiana","Bartsch, 1917"
46809,"Melanella catalinensis","Bartsch, 1917"
46813,"Melanella oldroydi","Bartsch, 1917"
39700,"Vexillum plicarium","(Linnaeus, 1758)"
39701,"Thatcheria mirabilis","(Angas, 1877)"
39703,"Malletia peruviana","Dall, 1908"
43360,"Colus jordani","(Dall, 1913)"
43361,"Cominella adspersa","(Brugiere, 1789)"
43362,"Engina alveolata","(Kiener, 1836)"
43363,"Engina curtisiana","(Smith, 1884)"
39706,"Achatinella limbata","Gulick"
39707,"Turritella roseus",""
39708,"Melania prasinata","Conrad"
63517,"Mauritia mappa","Linnaeus"
63518,"Mauritia mappa subsignata","Linnaeus"
63519,"Oxystyla floridensis","Pils"
63521,"Antigona callimorpha","Dall"
52961,"Amblema perplicata quintardi","(Cragin)"
52964,"Quadrula nobilis","Conrad"
52965,"Plehobasus aesopus","Green"
52966,"Pleurobema catillus","Conrad"
52969,"Elliptio dilatatus","Raf"
57582,"Lymnaea symasi",""
57583,"Xenophora longleyi","Bartsch"
57584,"Cochlodina",""
57586,"Helix nomoralis","L."
56554,"Trigoniocardio biangulata","Brod. and Sby."
56555,"Livona (Cittarium) pica","Linne"
56556,"Elliptio obnoblis","Lea"
56557,"Elliptio waccamawensis","(Lea, 1863)"
57292,"Cylindrobulla cerina","C. B. Adams"
57296,"Transenella",""
43478,"Fusinus irregularis","(Grabau, 1904)"
43479,"Latirus belcheri","(Reeve, 1847)"
43480,"Latirus hemphilli","Hertlein & Strong, 1951"
43481,"Latirus mediamericanus","Hertlein & Strong, 1951"
43482,"Latirus polygonus barclayi","Reeve, 1847"
43483,"Leucozonia cerata","(Wood, 1828)"
67817,"Cantharidus erogatus","Fischer"
67818,"Cantharidus badius","Wood"
68522,"Drymaeus moricandi","Pfr."
68524,"Conus furus","Reeve"
68526,"Laevicardium clarionensis","(Hertlein & Strong, 1947)"
48065,"Acila divaricata balbacensis","Schenck, 1936"
48066,"Corbula ira","Dall, 1908"
46804,"Vanikoro","Quoy and Gaimard, 1832"
46805,"Vanikoro acuta","(Recluz, 1844)"
46806,"Capulus californicus","Dall, 1900"
46807,"Melanella californica","Bartsch, 1917"
45403,"Acmaea ochracea","(Dall, 1871)"
45406,"Acmaea conus","Test, 1945"
39694,"Clausilia pachystoma","Heude, 1882"
39695,"Phaedusa straminea","(Heude, 1882)"
